Match Number,Round Number,Home Team,Away Team,Result,Winner,Home Team Goals,Away Team Goals,Match Goals,Home Team Name,Away Team Name,Home is Winner,Goal Difference,Home Goals Ratio,Away Goals Ratio,Home Team Evaluation,Away Team Evaluation,Penalties,Penalties Winner
22,2,4,43,2 - 0,4,2,0,2,Manchester City,Dinamo Zagreb,1,2,1.0,0.0,25.0,8.0,0,
23,2,6,22,3 - 0,6,3,0,3,Juventus,Bayer Leverkusen,1,3,1.0,0.0,22.0,18.0,0,
24,2,74,7,0 - 2,7,0,2,2,Lokomotiv Moscow,Atlético Madrid,0,-2,0.0,1.0,6.0,22.0,0,
25,2,78,16,0 - 0,16,0,0,0,Racing Genk,Napoli,0,0,,,5.0,19.0,1,16.0
26,2,44,13,0 - 2,13,0,2,2,Slavia Praha,Borussia Dortmund,0,-2,0.0,1.0,6.0,18.0,0,
27,2,5,28,4 - 3,5,4,3,7,Liverpool,FC Salzburg,1,1,0.5714285714285714,0.42857142857142855,18.0,10.0,0,
28,2,3,18,2 - 1,3,2,1,3,FC Barcelona,Internazionale,1,1,0.6666666666666666,0.3333333333333333,24.0,25.0,0,
29,2,24,27,0 - 2,27,0,2,2,RB Leipzig,Olympique Lyon,0,-2,0.0,1.0,27.0,23.0,0,
30,2,30,20,3 - 1,30,3,1,4,Zenit St. Petersburg,Benfica,1,2,0.75,0.25,9.0,10.0,0,
31,2,71,9,1 - 2,9,1,2,3,Lille OSC,Chelsea,0,-1,0.3333333333333333,0.6666666666666666,5.0,17.0,0,
32,2,63,17,0 - 3,17,0,3,3,Valencia,Ajax,0,-3,0.0,1.0,17.0,13.0,0,
33,3,21,43,2 - 2,43,2,2,4,Shakhtar Donetsk,Dinamo Zagreb,0,0,0.5,0.5,22.0,8.0,0,
34,3,7,22,1 - 0,7,1,0,1,Atlético Madrid,Bayer Leverkusen,1,1,1.0,0.0,22.0,18.0,0,
35,3,31,8,0 - 5,8,0,5,5,Club Brugge,Paris Saint-Germain,0,-5,0.0,1.0,8.0,31.0,0,
36,3,64,1,0 - 1,1,0,1,1,Galatasaray,Real Madrid,0,-1,0.0,1.0,6.0,17.0,0,
37,3,41,2,2 - 3,2,2,3,5,Olympiakos Piraeus,Bayern München,0,-1,0.4,0.6,10.0,36.0,0,
38,3,23,570,5 - 0,23,5,0,5,Tottenham Hotspur,Crvena zvezda,1,5,1.0,0.0,16.0,,0,
39,3,4,504,5 - 1,4,5,1,6,Manchester City,Atlantas Klaipeda,1,4,0.8333333333333334,0.16666666666666666,25.0,,0,
40,3,6,74,2 - 1,6,2,1,3,Juventus,Lokomotiv Moscow,1,1,0.6666666666666666,0.3333333333333333,22.0,6.0,0,
41,3,24,30,2 - 1,24,2,1,3,RB Leipzig,Zenit St. Petersburg,1,1,0.6666666666666666,0.3333333333333333,27.0,9.0,0,
42,3,17,9,0 - 1,9,0,1,1,Ajax,Chelsea,0,-1,0.0,1.0,13.0,17.0,0,
43,3,28,16,2 - 3,16,2,3,5,FC Salzburg,Napoli,0,-1,0.4,0.6,10.0,19.0,0,
44,3,78,5,1 - 4,5,1,4,5,Racing Genk,Liverpool,0,-3,0.2,0.8,5.0,18.0,0,
45,3,18,13,2 - 0,18,2,0,2,Internazionale,Borussia Dortmund,1,2,1.0,0.0,25.0,18.0,0,
46,3,44,3,1 - 2,3,1,2,3,Slavia Praha,FC Barcelona,0,-1,0.3333333333333333,0.6666666666666666,6.0,24.0,0,
47,3,20,27,2 - 1,20,2,1,3,Benfica,Olympique Lyon,1,1,0.6666666666666666,0.3333333333333333,10.0,23.0,0,
48,3,71,63,1 - 1,63,1,1,2,Lille OSC,Valencia,0,0,0.5,0.5,5.0,17.0,0,
49,4,3,44,0 - 0,44,0,0,0,FC Barcelona,Slavia Praha,0,0,,,24.0,6.0,1,44.0
50,4,30,24,0 - 2,24,0,2,2,Zenit St. Petersburg,RB Leipzig,0,-2,0.0,1.0,9.0,27.0,0,
51,4,16,28,1 - 1,28,1,1,2,Napoli,FC Salzburg,0,0,0.5,0.5,19.0,10.0,0,
52,4,5,78,2 - 1,5,2,1,3,Liverpool,Racing Genk,1,1,0.6666666666666666,0.3333333333333333,18.0,5.0,0,
53,4,13,18,3 - 2,13,3,2,5,Borussia Dortmund,Internazionale,1,1,0.6,0.4,18.0,25.0,0,
54,4,27,20,3 - 1,27,3,1,4,Olympique Lyon,Benfica,1,2,0.75,0.25,23.0,10.0,0,
55,4,9,17,4 - 4,17,4,4,8,Chelsea,Ajax,0,0,0.5,0.5,17.0,13.0,0,
56,4,63,71,4 - 1,63,4,1,5,Valencia,Lille OSC,1,3,0.8,0.2,17.0,5.0,0,
57,4,2,41,2 - 0,2,2,0,2,Bayern München,Olympiakos Piraeus,1,2,1.0,0.0,36.0,10.0,0,
58,4,74,6,1 - 2,6,1,2,3,Lokomotiv Moscow,Juventus,0,-1,0.3333333333333333,0.6666666666666666,6.0,22.0,0,
59,4,8,31,1 - 0,8,1,0,1,Paris Saint-Germain,Club Brugge,1,1,1.0,0.0,31.0,8.0,0,
60,4,1,64,6 - 0,1,6,0,6,Real Madrid,Galatasaray,1,6,1.0,0.0,17.0,6.0,0,
61,4,570,23,0 - 4,23,0,4,4,Crvena zvezda,Tottenham Hotspur,0,-4,0.0,1.0,,16.0,0,
62,4,43,21,3 - 3,21,3,3,6,Dinamo Zagreb,Shakhtar Donetsk,0,0,0.5,0.5,8.0,22.0,0,
63,4,504,4,1 - 1,4,1,1,2,Atlantas Klaipeda,Manchester City,0,0,0.5,0.5,,25.0,0,
64,4,22,7,2 - 1,22,2,1,3,Bayer Leverkusen,Atlético Madrid,1,1,0.6666666666666666,0.3333333333333333,18.0,22.0,0,
65,5,64,31,1 - 1,31,1,1,2,Galatasaray,Club Brugge,0,0,0.5,0.5,6.0,8.0,0,
66,5,74,22,0 - 2,22,0,2,2,Lokomotiv Moscow,Bayer Leverkusen,0,-2,0.0,1.0,6.0,18.0,0,
67,5,1,8,2 - 2,8,2,2,4,Real Madrid,Paris Saint-Germain,0,0,0.5,0.5,17.0,31.0,0,
68,5,570,2,0 - 6,2,0,6,6,Crvena zvezda,Bayern München,0,-6,0.0,1.0,,36.0,0,
69,5,23,41,4 - 2,23,4,2,6,Tottenham Hotspur,Olympiakos Piraeus,1,2,0.6666666666666666,0.3333333333333333,16.0,10.0,0,
70,5,504,43,2 - 0,504,2,0,2,Atlantas Klaipeda,Dinamo Zagreb,1,2,1.0,0.0,,8.0,0,
71,5,4,21,1 - 1,21,1,1,2,Manchester City,Shakhtar Donetsk,0,0,0.5,0.5,25.0,22.0,0,
72,5,6,7,1 - 0,6,1,0,1,Juventus,Atlético Madrid,1,1,1.0,0.0,22.0,22.0,0,
73,5,30,27,2 - 0,30,2,0,2,Zenit St. Petersburg,Olympique Lyon,1,2,1.0,0.0,9.0,23.0,0,
74,5,63,9,2 - 2,9,2,2,4,Valencia,Chelsea,0,0,0.5,0.5,17.0,17.0,0,
75,5,5,16,1 - 1,16,1,1,2,Liverpool,Napoli,0,0,0.5,0.5,18.0,19.0,0,
76,5,78,28,1 - 4,28,1,4,5,Racing Genk,FC Salzburg,0,-3,0.2,0.8,5.0,10.0,0,
77,5,3,13,3 - 1,3,3,1,4,FC Barcelona,Borussia Dortmund,1,2,0.75,0.25,24.0,18.0,0,
78,5,44,18,1 - 3,18,1,3,4,Slavia Praha,Internazionale,0,-2,0.25,0.75,6.0,25.0,0,
79,5,24,20,2 - 2,20,2,2,4,RB Leipzig,Benfica,0,0,0.5,0.5,27.0,10.0,0,
80,5,71,17,0 - 2,17,0,2,2,Lille OSC,Ajax,0,-2,0.0,1.0,5.0,13.0,0,
81,6,16,78,4 - 0,16,4,0,4,Napoli,Racing Genk,1,4,1.0,0.0,19.0,5.0,0,
82,6,28,5,0 - 2,5,0,2,2,FC Salzburg,Liverpool,0,-2,0.0,1.0,10.0,18.0,0,
83,6,13,44,2 - 1,13,2,1,3,Borussia Dortmund,Slavia Praha,1,1,0.6666666666666666,0.3333333333333333,18.0,6.0,0,
84,6,18,3,1 - 2,3,1,2,3,Internazionale,FC Barcelona,0,-1,0.3333333333333333,0.6666666666666666,25.0,24.0,0,
85,6,27,24,2 - 2,24,2,2,4,Olympique Lyon,RB Leipzig,0,0,0.5,0.5,23.0,27.0,0,
86,6,20,30,3 - 0,20,3,0,3,Benfica,Zenit St. Petersburg,1,3,1.0,0.0,10.0,9.0,0,
87,6,9,71,2 - 1,9,2,1,3,Chelsea,Lille OSC,1,1,0.6666666666666666,0.3333333333333333,17.0,5.0,0,
88,6,17,63,0 - 1,63,0,1,1,Ajax,Valencia,0,-1,0.0,1.0,13.0,17.0,0,
89,6,43,4,1 - 4,4,1,4,5,Dinamo Zagreb,Manchester City,0,-3,0.2,0.8,8.0,25.0,0,
90,6,21,504,0 - 3,504,0,3,3,Shakhtar Donetsk,Atlantas Klaipeda,0,-3,0.0,1.0,22.0,,0,
91,6,8,64,5 - 0,8,5,0,5,Paris Saint-Germain,Galatasaray,1,5,1.0,0.0,31.0,6.0,0,
92,6,31,1,1 - 3,1,1,3,4,Club Brugge,Real Madrid,0,-2,0.25,0.75,8.0,17.0,0,
93,6,2,23,3 - 1,2,3,1,4,Bayern München,Tottenham Hotspur,1,2,0.75,0.25,36.0,16.0,0,
94,6,41,570,1 - 0,41,1,0,1,Olympiakos Piraeus,Crvena zvezda,1,1,1.0,0.0,10.0,,0,
95,6,22,6,0 - 2,6,0,2,2,Bayer Leverkusen,Juventus,0,-2,0.0,1.0,18.0,22.0,0,
96,6,7,74,2 - 0,7,2,0,2,Atlético Madrid,Lokomotiv Moscow,1,2,1.0,0.0,22.0,6.0,0,
97,7,7,5,1 - 0,7,1,0,1,Atlético Madrid,Liverpool,1,1,1.0,0.0,22.0,18.0,0,
98,7,13,8,2 - 1,13,2,1,3,Borussia Dortmund,Paris Saint-Germain,1,1,0.6666666666666666,0.3333333333333333,18.0,31.0,0,
99,7,504,63,4 - 1,504,4,1,5,Atlantas Klaipeda,Valencia,1,3,0.8,0.2,,17.0,0,
100,7,23,24,0 - 1,24,0,1,1,Tottenham Hotspur,RB Leipzig,0,-1,0.0,1.0,16.0,27.0,0,
101,7,9,2,0 - 3,2,0,3,3,Chelsea,Bayern München,0,-3,0.0,1.0,17.0,36.0,0,
102,7,16,3,1 - 1,3,1,1,2,Napoli,FC Barcelona,0,0,0.5,0.5,19.0,24.0,0,
103,7,27,6,1 - 0,27,1,0,1,Olympique Lyon,Juventus,1,1,1.0,0.0,23.0,22.0,0,
104,7,1,4,1 - 2,4,1,2,3,Real Madrid,Manchester City,0,-1,0.3333333333333333,0.6666666666666666,17.0,25.0,0,
105,8,63,504,3 - 4,504,3,4,7,Valencia,Atlantas Klaipeda,0,-1,0.42857142857142855,0.5714285714285714,17.0,,0,
106,8,24,23,3 - 0,24,3,0,3,RB Leipzig,Tottenham Hotspur,1,3,1.0,0.0,27.0,16.0,0,
107,8,5,7,2 - 3,7,2,3,5,Liverpool,Atlético Madrid,0,-1,0.4,0.6,18.0,22.0,0,
108,8,8,13,2 - 0,8,2,0,2,Paris Saint-Germain,Borussia Dortmund,1,2,1.0,0.0,31.0,18.0,0,
109,8,6,27,2 - 1,6,2,1,3,Juventus,Olympique Lyon,1,1,0.6666666666666666,0.3333333333333333,22.0,23.0,0,
110,8,4,1,2 - 1,4,2,1,3,Manchester City,Real Madrid,1,1,0.6666666666666666,0.3333333333333333,25.0,17.0,0,
111,8,2,9,4 - 1,2,4,1,5,Bayern München,Chelsea,1,3,0.8,0.2,36.0,17.0,0,
112,8,3,16,3 - 1,3,3,1,4,FC Barcelona,Napoli,1,2,0.75,0.25,24.0,19.0,0,
113,9,504,8,1 - 2,8,1,2,3,Atlantas Klaipeda,Paris Saint-Germain,0,-1,0.3333333333333333,0.6666666666666666,,31.0,0,
114,9,24,7,2 - 1,24,2,1,3,RB Leipzig,Atlético Madrid,1,1,0.6666666666666666,0.3333333333333333,27.0,22.0,0,
115,9,3,2,2 - 8,2,2,8,10,FC Barcelona,Bayern München,0,-6,0.2,0.8,24.0,36.0,0,
116,9,4,27,1 - 3,27,1,3,4,Manchester City,Olympique Lyon,0,-2,0.25,0.75,25.0,23.0,0,
121,10,24,8,0 - 3,8,0,3,3,RB Leipzig,Paris Saint-Germain,0,-3,0.0,1.0,27.0,31.0,0,
122,10,27,2,0 - 3,2,0,3,3,Olympique Lyon,Bayern München,0,-3,0.0,1.0,23.0,36.0,0,
125,11,8,2,0 - 1,2,0,1,1,Paris Saint-Germain,Bayern München,0,-1,0.0,1.0,31.0,36.0,0,
