Match Number,Round Number,Home Team,Away Team,Result,Winner,Home Team Goals,Away Team Goals,Match Goals,Home Team Name,Away Team Name,Home is Winner,Goal Difference,Home Goals Ratio,Away Goals Ratio,Home Team Evaluation,Away Team Evaluation,Penalties,Penalties Winner
83,6.0,37,13,0 - 2,13,0,2,2,AS Monaco,Borussia Dortmund,0,-2,0.0,1.0,5.0,18.0,0,
84,6.0,31,7,0 - 0,7,0,0,0,Club Brugge,Atlético Madrid,0,0,,,11.0,20.0,1,7.0
85,6.0,18,32,1 - 1,32,1,1,2,Internazionale,PSV Eindhoven,0,0,0.5,0.5,15.0,6.0,0,
86,6.0,3,23,1 - 1,23,1,1,2,FC Barcelona,Tottenham Hotspur,0,0,0.5,0.5,30.0,26.0,0,
87,6.0,570,8,1 - 4,8,1,4,5,Crvena zvezda,Paris Saint-Germain,0,-3,0.2,0.8,,19.0,0,
88,6.0,5,16,1 - 0,5,1,0,1,Liverpool,Napoli,1,1,1.0,0.0,29.0,18.0,0,
89,6.0,60,14,2 - 1,60,2,1,3,Viktoria Plzen,AS Roma,1,1,0.6666666666666666,0.3333333333333333,11.0,17.0,0,
90,6.0,1,62,0 - 3,62,0,3,3,Real Madrid,CSKA Moscow,0,-3,0.0,1.0,19.0,9.0,0,
91,6.0,20,134,1 - 0,20,1,0,1,Benfica,AEK Athens,1,1,1.0,0.0,17.0,4.0,0,
92,6.0,17,2,3 - 3,2,3,3,6,Ajax,Bayern München,0,0,0.5,0.5,27.0,20.0,0,
93,6.0,4,111,2 - 1,4,2,1,3,Manchester City,1899 Hoffenheim,1,1,0.6666666666666666,0.3333333333333333,25.0,7.0,0,
94,6.0,21,27,1 - 1,27,1,1,2,Shakhtar Donetsk,Olympique Lyon,0,0,0.5,0.5,10.0,17.0,0,
95,6.0,63,11,2 - 1,63,2,1,3,Valencia,Manchester United,1,1,0.6666666666666666,0.3333333333333333,23.0,19.0,0,
96,6.0,55,6,2 - 1,55,2,1,3,Young Boys,Juventus,1,1,0.6666666666666666,0.3333333333333333,7.0,21.0,0,
97,7.0,14,12,2 - 1,14,2,1,3,AS Roma,FC Porto,1,1,0.6666666666666666,0.3333333333333333,17.0,23.0,0,
98,7.0,11,8,0 - 2,8,0,2,2,Manchester United,Paris Saint-Germain,0,-2,0.0,1.0,19.0,19.0,0,
99,7.0,23,13,3 - 0,23,3,0,3,Tottenham Hotspur,Borussia Dortmund,1,3,1.0,0.0,26.0,18.0,0,
100,7.0,17,1,1 - 2,1,1,2,3,Ajax,Real Madrid,0,-1,0.3333333333333333,0.6666666666666666,27.0,19.0,0,
101,7.0,27,3,0 - 0,3,0,0,0,Olympique Lyon,FC Barcelona,0,0,,,17.0,30.0,1,3.0
102,7.0,5,2,0 - 0,2,0,0,0,Liverpool,Bayern München,0,0,,,29.0,20.0,1,2.0
103,7.0,7,6,2 - 0,7,2,0,2,Atlético Madrid,Juventus,1,2,1.0,0.0,20.0,21.0,0,
104,7.0,51,4,2 - 3,4,2,3,5,Schalke 04,Manchester City,0,-1,0.4,0.6,17.0,25.0,0,
105,8.0,13,23,0 - 1,23,0,1,1,Borussia Dortmund,Tottenham Hotspur,0,-1,0.0,1.0,18.0,26.0,0,
106,8.0,1,17,1 - 4,17,1,4,5,Real Madrid,Ajax,0,-3,0.2,0.8,19.0,27.0,0,
107,8.0,8,11,1 - 3,11,1,3,4,Paris Saint-Germain,Manchester United,0,-2,0.25,0.75,19.0,19.0,0,
108,8.0,12,14,3 - 1,12,3,1,4,FC Porto,AS Roma,1,2,0.75,0.25,23.0,17.0,0,
109,8.0,6,7,3 - 0,6,3,0,3,Juventus,Atlético Madrid,1,3,1.0,0.0,21.0,20.0,0,
110,8.0,4,51,7 - 0,4,7,0,7,Manchester City,Schalke 04,1,7,1.0,0.0,25.0,17.0,0,
111,8.0,3,27,5 - 1,3,5,1,6,FC Barcelona,Olympique Lyon,1,4,0.8333333333333334,0.16666666666666666,30.0,17.0,0,
112,8.0,2,5,1 - 3,5,1,3,4,Bayern München,Liverpool,0,-2,0.25,0.75,20.0,29.0,0,
113,9.0,23,4,1 - 0,23,1,0,1,Tottenham Hotspur,Manchester City,1,1,1.0,0.0,26.0,25.0,0,
114,9.0,5,12,2 - 0,5,2,0,2,Liverpool,FC Porto,1,2,1.0,0.0,29.0,23.0,0,
115,9.0,11,3,0 - 1,3,0,1,1,Manchester United,FC Barcelona,0,-1,0.0,1.0,19.0,30.0,0,
116,9.0,17,6,1 - 1,6,1,1,2,Ajax,Juventus,0,0,0.5,0.5,27.0,21.0,0,
117,10.0,6,17,1 - 2,17,1,2,3,Juventus,Ajax,0,-1,0.3333333333333333,0.6666666666666666,21.0,27.0,0,
118,10.0,3,11,3 - 0,3,3,0,3,FC Barcelona,Manchester United,1,3,1.0,0.0,30.0,19.0,0,
119,10.0,12,5,1 - 4,5,1,4,5,FC Porto,Liverpool,0,-3,0.2,0.8,23.0,29.0,0,
120,10.0,4,23,4 - 3,4,4,3,7,Manchester City,Tottenham Hotspur,1,1,0.5714285714285714,0.42857142857142855,25.0,26.0,0,
121,11.0,23,17,0 - 1,17,0,1,1,Tottenham Hotspur,Ajax,0,-1,0.0,1.0,26.0,27.0,0,
122,11.0,3,5,3 - 0,3,3,0,3,FC Barcelona,Liverpool,1,3,1.0,0.0,30.0,29.0,0,
123,12.0,5,3,4 - 0,5,4,0,4,Liverpool,FC Barcelona,1,4,1.0,0.0,29.0,30.0,0,
124,12.0,17,23,2 - 3,23,2,3,5,Ajax,Tottenham Hotspur,0,-1,0.4,0.6,27.0,26.0,0,
125,13.0,23,5,0 - 2,5,0,2,2,Tottenham Hotspur,Liverpool,0,-2,0.0,1.0,26.0,29.0,0,
